field,raw_value,canonical_value
AIRPORT,RED BLUFF MUNICIPAL ARPT,RED BLUFF MUNICIPAL ARPT
AIRPORT,GARFIELD COUNTY REGIONAL ARPT,GARFIELD COUNTY REGIONAL ARPT
AIRPORT,WEEDON FIELD ARPT,WEEDON FIELD ARPT
AIRPORT,MADISON ARPT,MADISON ARPT
AIRPORT,WAKE MEDICAL CENTER HELIPORT,WAKE MEDICAL CENTER HELIPORT
AIRPORT,MORRIS MUNI ARPT - JAMES R. WASHBURN FIELD,MORRIS MUNI ARPT - JAMES R. WASHBURN FIELD
AIRPORT,GWINNETT COUNTY - BRISCOE FIELD,GWINNETT COUNTY - BRISCOE FIELD
AIRPORT,PRINCETON ARPT,PRINCETON ARPT
AIRPORT,WORLAND MUNICIPAL ARPT,WORLAND MUNICIPAL ARPT
AIRPORT,CLEBURNE REGIONAL ARPT,CLEBURNE REGIONAL ARPT
AIRPORT,BARTLESVILLE MUNICIPAL ARPT,BARTLESVILLE MUNICIPAL ARPT
AIRPORT,LOCKHART MUNICIPAL ARPT,LOCKHART MUNICIPAL ARPT
AIRPORT,THREE RIVERS MUNICIPAL ARPT,THREE RIVERS MUNICIPAL ARPT
AIRPORT,ELDORADO/CAPTAIN JACK THOMAS MEMORIAL ARPT,ELDORADO/CAPTAIN JACK THOMAS MEMORIAL ARPT
AIRPORT,SELETAR ARPT,SELETAR ARPT
AIRPORT,SHANNON AIRPORT,SHANNON AIRPORT
AIRPORT,LANCASTER REGIONAL ARPT,LANCASTER REGIONAL ARPT
AIRPORT,OLD MARISCAL SUCRE INTL ARPT,OLD MARISCAL SUCRE INTL ARPT
AIRPORT,PRICE'S ARPT,PRICE'S ARPT
AIRPORT,CHENA MARINA ARPT,CHENA MARINA ARPT
AIRPORT,LEE C FINE MEMORIAL ARPT,LEE C FINE MEMORIAL ARPT
AIRPORT,BEAR LAKE COUNTY ARPT,BEAR LAKE COUNTY ARPT
AIRPORT,SCHENCK FIELD ARPT,SCHENCK FIELD ARPT
AIRPORT,WINDSOR,WINDSOR
AIRPORT,AUSTIN EXECUTIVE ARPT,AUSTIN EXECUTIVE ARPT
AIRPORT,DRIGGS-REED MEMORIAL ARPT,DRIGGS-REED MEMORIAL ARPT
AIRPORT,CAMBRIDGE-DORCHESTER ARPT,CAMBRIDGE-DORCHESTER ARPT
AIRPORT,DUNSMUIR MUNICIPAL-MOTT ARPT,DUNSMUIR MUNICIPAL-MOTT ARPT
AIRPORT,BURGAS ARPT,BURGAS ARPT
AIRPORT,MAPLE GROVE ARPT,MAPLE GROVE ARPT
AIRPORT,DETROIT LAKES ARPT - WETHING FLD,DETROIT LAKES ARPT - WETHING FLD
AIRPORT,SIERRA BLANCA REGIONAL,SIERRA BLANCA REGIONAL
AIRPORT,MAJORS ARPT,MAJORS ARPT
AIRPORT,OCALA INTL ARPT-JIM TAYLOR FIELD,OCALA INTL ARPT-JIM TAYLOR FIELD
AIRPORT,SHUANGLIU ARPT,SHUANGLIU ARPT
AIRPORT,POHNPEI INTL ARPT,POHNPEI INTL ARPT
AIRPORT,QINGDAO LIUTING INTL ARPT,QINGDAO LIUTING INTL ARPT
AIRPORT,HUMPHREYS COUNTY ARPT,HUMPHREYS COUNTY ARPT
AIRPORT,CLARE COUNTY ARPT,CLARE COUNTY ARPT
AIRPORT,BARABOO WISCONSIN DELLS ARPT,BARABOO WISCONSIN DELLS ARPT
AIRPORT,VASHON MUNICIPAL ARPT,VASHON MUNICIPAL ARPT
AIRPORT,CABELL HUNTINGTON HOSPITAL HELIPORT,CABELL HUNTINGTON HOSPITAL HELIPORT
AIRPORT,TRENTON-ROBBINSVILLE ARPT,TRENTON-ROBBINSVILLE ARPT
AIRPORT,INDIANAPOLIS DOWNTOWN HELIPORT,INDIANAPOLIS DOWNTOWN HELIPORT
AIRPORT,CHILDREN' S MERCY HOSPITAL HELIPORT,CHILDREN' S MERCY HOSPITAL HELIPORT
AIRPORT,UK HOSPITAL HELIPORT,UK HOSPITAL HELIPORT
AIRPORT,PAULDING NORTHWEST ATLANTA ARPT,PAULDING NORTHWEST ATLANTA ARPT
AIRPORT,BIRMINGHAM INTL,BIRMINGHAM INTL
AIRPORT,VIRGINIA TECH/MONTGOMERY EXEC ARPT,VIRGINIA TECH/MONTGOMERY EXEC ARPT
AIRPORT,WARROAD INTL MEMORIAL ARPT,WARROAD INTL MEMORIAL ARPT
AIRPORT,FITCHBURG  MUNICIPAL ARPT,FITCHBURG  MUNICIPAL ARPT
AIRPORT,HOONAH ARPT,HOONAH ARPT
AIRPORT,UNION PARISH ARPT,UNION PARISH ARPT
AIRPORT,GENERAL HERIBERTO JARA INTL ARPT,GENERAL HERIBERTO JARA INTL ARPT
AIRPORT,HELSINKI-VANTAA ARPT,HELSINKI-VANTAA ARPT
AIRPORT,MARIAN HELIPORT,MARIAN HELIPORT
AIRPORT,LEBANON MUNICIPAL ARPT (TN),LEBANON MUNICIPAL ARPT (TN)
AIRPORT,GREEN COUNTY-LEWIS A. JACKSON REGNL ARPT,GREEN COUNTY-LEWIS A. JACKSON REGNL ARPT
AIRPORT,MENA INTERMOUNTAIN MUNICIPAL ARPT,MENA INTERMOUNTAIN MUNICIPAL ARPT
AIRPORT,TAMPA GENERAL HOSPITAL HELIPORT,TAMPA GENERAL HOSPITAL HELIPORT
AIRPORT,SOUTH JERSEY REGIONAL ARPT,SOUTH JERSEY REGIONAL ARPT
AIRPORT,CARUTHERSVILLE MEMORIAL ARPT,CARUTHERSVILLE MEMORIAL ARPT
AIRPORT,GREENWOOD COUNTY ARPT,GREENWOOD COUNTY ARPT
AIRPORT,INVERNESS ARPT (FL),INVERNESS ARPT (FL)
AIRPORT,CROSSVILLE MEMORIAL ARPT/WHITSON FIELD,CROSSVILLE MEMORIAL ARPT/WHITSON FIELD
AIRPORT,GUYMON MUNICIPAL ARPT,GUYMON MUNICIPAL ARPT
AIRPORT,FREEMAN MUNICIPAL ARPT,FREEMAN MUNICIPAL ARPT
AIRPORT,TULLAHOMA REGNL ARPT/WILLIAM NORTHERN FIELD,TULLAHOMA REGNL ARPT/WILLIAM NORTHERN FIELD
AIRPORT,EL ALTO INTL ARPT,EL ALTO INTL ARPT
AIRPORT,NEWNAN COWETA COUNTY ARPT,NEWNAN COWETA COUNTY ARPT
AIRPORT,HATO INTL ARPT,HATO INTL ARPT
AIRPORT,COCHRAN ARPT,COCHRAN ARPT
AIRPORT,ROCKCASTLE HOSPITAL INC HELIPORT,ROCKCASTLE HOSPITAL INC HELIPORT
AIRPORT,WAUCHULA MUNICIPAL ARPT,WAUCHULA MUNICIPAL ARPT
AIRPORT,COTSWOLD ARPT,COTSWOLD ARPT
AIRPORT,POTOMAC AIRFIELD,POTOMAC AIRFIELD
AIRPORT,MIDDLE BASS ISLAND ARPT,MIDDLE BASS ISLAND ARPT
AIRPORT,REGIONAL WEST MEDICAL CENTER HELIPORT,REGIONAL WEST MEDICAL CENTER HELIPORT
AIRPORT,BRIGHAM CITY ARPT,BRIGHAM CITY ARPT
AIRPORT,INGENIERO F ESPINOZA GUTIERREZ INTL ARPT,INGENIERO F ESPINOZA GUTIERREZ INTL ARPT
AIRPORT,BOURLAND FIELD ARPT,BOURLAND FIELD ARPT
AIRPORT,UMATILLA MUNICIPAL ARPT,UMATILLA MUNICIPAL ARPT
AIRPORT,ROHNERVILLE ARPT,ROHNERVILLE ARPT
AIRPORT,DECATUR (JONES) ARPT,DECATUR (JONES) ARPT
AIRPORT,SHAWNEE REGIONAL ARPT,SHAWNEE REGIONAL ARPT
AIRPORT,SPARTA COMMUNITY ARPT-HUNTER FLD,SPARTA COMMUNITY ARPT-HUNTER FLD
AIRPORT,CLAYTON MUNICIPAL ARPT,CLAYTON MUNICIPAL ARPT
AIRPORT,RUSH CITY REGIONAL ARPT,RUSH CITY REGIONAL ARPT
AIRPORT,LMH HELIPORT,LMH HELIPORT
AIRPORT,KAKE ARPT,KAKE ARPT
AIRPORT,AURORA STATE ARPT,AURORA STATE ARPT
AIRPORT,HUNTSVILLE MUNICIPAL ARPT,HUNTSVILLE MUNICIPAL ARPT
AIRPORT,BENTONVILLE MUNI/LOUISE M THADEN FLD,BENTONVILLE MUNI/LOUISE M THADEN FLD
AIRPORT,PIKE COUNTY ARPT - HATCHER FIELD,PIKE COUNTY ARPT - HATCHER FIELD
AIRPORT,RENOWN REGIONAL MEDICAL CENTER,RENOWN REGIONAL MEDICAL CENTER
AIRPORT,HALLIBURTON FIELD ARPT,HALLIBURTON FIELD ARPT
AIRPORT,OCEANO COUNTY ARPT,OCEANO COUNTY ARPT
AIRPORT,EAGLE RIVER UNION ARPT,EAGLE RIVER UNION ARPT
AIRPORT,PALM BEACH COUNTY GLADES AIRPORT,PALM BEACH COUNTY GLADES AIRPORT
AIRPORT,WEXFORD COUNTY ARPT,WEXFORD COUNTY ARPT
AIRPORT,CIUDAD DEL ESTE GARCIA,CIUDAD DEL ESTE GARCIA
AIRPORT,POLSON ARPT,POLSON ARPT
AIRPORT,RED WING,RED WING
AIRPORT,RICHTON-PERRY COUNTY ARPT,RICHTON-PERRY COUNTY ARPT
AIRPORT,L G HOSPITAL HELIPORT,L G HOSPITAL HELIPORT
AIRPORT,LOS BANOS MUNICIPAL ARPT,LOS BANOS MUNICIPAL ARPT
AIRPORT,BIG SANDY REGIONAL ARPT,BIG SANDY REGIONAL ARPT
AIRPORT,MEDICAL CENTER HOSPITAL HELIPORT,MEDICAL CENTER HOSPITAL HELIPORT
AIRPORT,OCEAN SHORES MUNICIPAL ARPT,OCEAN SHORES MUNICIPAL ARPT
AIRPORT,FRANKFURT HAHN ARPT,FRANKFURT HAHN ARPT
AIRPORT,STATESVILLE REGIONAL ARPT,STATESVILLE REGIONAL ARPT
AIRPORT,ASHLAND REGIONAL ARPT,ASHLAND REGIONAL ARPT
AIRPORT,LITTLE RIVER ARPT,LITTLE RIVER ARPT
AIRPORT,CHARLES W BAKER ARPT,CHARLES W BAKER ARPT
AIRPORT,HEYDAR ALIYEV INTL ARPT,HEYDAR ALIYEV INTL ARPT
AIRPORT,SUFFOLK EXECUTIVE ARPT,SUFFOLK EXECUTIVE ARPT
AIRPORT,ST JOSEPH HOSPITAL HELIPORT,ST JOSEPH HOSPITAL HELIPORT
AIRPORT,KENNETT MEMORIAL ARPT,KENNETT MEMORIAL ARPT
AIRPORT,PASO ROBLES MUNICIPAL ARPT,PASO ROBLES MUNICIPAL ARPT
AIRPORT,MACDILL AIR FORCE BASE,MACDILL AIR FORCE BASE
AIRPORT,CRAM FIELD ARPT,CRAM FIELD ARPT
AIRPORT,WARSAW CHOPIN ARPT,WARSAW CHOPIN ARPT
AIRPORT,GARNETT MUNICIPAL ARPT,GARNETT MUNICIPAL ARPT
AIRPORT,GENERAL IGNACIO P GARCIA INTL,GENERAL IGNACIO P GARCIA INTL
AIRPORT,SEMINOLE LAKE GLIDERPORT,SEMINOLE LAKE GLIDERPORT
AIRPORT,BRISTOW US LLC HELIPORT,BRISTOW US LLC HELIPORT
AIRPORT,EDUARDO GOMES INTL ARPT,EDUARDO GOMES INTL ARPT
AIRPORT,SALGADO FILHO ARPT,SALGADO FILHO ARPT
AIRPORT,CLAY CENTER MUNICIPAL APRT,CLAY CENTER MUNICIPAL APRT
AIRPORT,PORT ALLEN ARPT,PORT ALLEN ARPT
AIRPORT,THOMASVILLE REGIONAL ARPT,THOMASVILLE REGIONAL ARPT
AIRPORT,LA BELLE MUNICIPAL ARPT,LA BELLE MUNICIPAL ARPT
AIRPORT,POSTE ARPT,POSTE ARPT
AIRPORT,MC CURTAIN COUNTY REGNL ARPT,MC CURTAIN COUNTY REGNL ARPT
AIRPORT,CORNING MUNICIPAL ARPT (AR),CORNING MUNICIPAL ARPT (AR)
AIRPORT,MOUNT VERNON ARPT,MOUNT VERNON ARPT
AIRPORT,FAYATTE REGIONAL AIR CENTER ARPT,FAYATTE REGIONAL AIR CENTER ARPT
AIRPORT,JOHAN A PENGEL INTL,JOHAN A PENGEL INTL
AIRPORT,PUT IN BAY,PUT IN BAY
AIRPORT,LUMBERTON ARPT,LUMBERTON ARPT
AIRPORT,IOWA FALLS MUNICIPAL ARPT,IOWA FALLS MUNICIPAL ARPT
AIRPORT,ROBERT S KERR ARPT,ROBERT S KERR ARPT
AIRPORT,ANDREWS COUNTY ARPT,ANDREWS COUNTY ARPT
AIRPORT,QUINCY MUNICIPAL ARPT,QUINCY MUNICIPAL ARPT
AIRPORT,BLAIR MUNICIPAL ARPT,BLAIR MUNICIPAL ARPT
AIRPORT,WOOD COUNTY REGIONAL AIRPORT,WOOD COUNTY REGIONAL AIRPORT
AIRPORT,RECIFE/GUARARAPES-GILBERTO FREYRE INTL ARPT,RECIFE/GUARARAPES-GILBERTO FREYRE INTL ARPT
AIRPORT,COX FIELD ARPT,COX FIELD ARPT
AIRPORT,RANTOUL NATL AVIATION CENTER ARPT,RANTOUL NATL AVIATION CENTER ARPT
AIRPORT,SAC CITY MUNICIPAL ARPT,SAC CITY MUNICIPAL ARPT
AIRPORT,ST CHARLES COUNTY SMARTT ARPT,ST CHARLES COUNTY SMARTT ARPT
AIRPORT,YELLOWSTONE ARPT,YELLOWSTONE ARPT
AIRPORT,BRUNSWICK EXECUTIVE ARPT,BRUNSWICK EXECUTIVE ARPT
AIRPORT,POCONO MOUNTAINS MUNI ARPT,POCONO MOUNTAINS MUNI ARPT
AIRPORT,STAN STAMPER MUNICIPAL ARPT,STAN STAMPER MUNICIPAL ARPT
AIRPORT,PALACIOS MUNICIPAL ARPT,PALACIOS MUNICIPAL ARPT
AIRPORT,TANCREDO NEVES INTL ARPT,TANCREDO NEVES INTL ARPT
AIRPORT,GRISSOM AIR RESERVE BASE,GRISSOM AIR RESERVE BASE
AIRPORT,LEXINGTON COUNTY ARPT AT PELION,LEXINGTON COUNTY ARPT AT PELION
AIRPORT,MCCARLEY FIELD ARPT,MCCARLEY FIELD ARPT
AIRPORT,MIDDLETOWN REGIONAL ARPT/HOOK FLD,MIDDLETOWN REGIONAL ARPT/HOOK FLD
AIRPORT,MUSCATINE MUNICIPAL ARPT,MUSCATINE MUNICIPAL ARPT
AIRPORT,MOREHEAD-ROWAN CNTY/C A THOMAS RGNL ARPT,MOREHEAD-ROWAN CNTY/C A THOMAS RGNL ARPT
AIRPORT,WADSWORTH MUNI ARPT,WADSWORTH MUNI ARPT
AIRPORT,CONSTANTA INTL ARPT,CONSTANTA INTL ARPT
AIRPORT,SANDUSKY COUNTY REGIONAL ARPT,SANDUSKY COUNTY REGIONAL ARPT
AIRPORT,BRANDON MUNICIPAL,BRANDON MUNICIPAL
AIRPORT,CHEVRON USA INC HELIPORT,CHEVRON USA INC HELIPORT
AIRPORT,SKY RANCH ARPT,SKY RANCH ARPT
AIRPORT,LIMA ALLEN COUNTY,LIMA ALLEN COUNTY
AIRPORT,DOBBINS AIR RESERVE BASE,DOBBINS AIR RESERVE BASE
AIRPORT,MERCY HOSPITAL MED CENTER PVT HELI,MERCY HOSPITAL MED CENTER PVT HELI
AIRPORT,LOUISIANA REGIONAL ARPT,LOUISIANA REGIONAL ARPT
AIRPORT,SULTAN MAHMUD ARPT,SULTAN MAHMUD ARPT
AIRPORT,IOWA CITY MUNICIPAL ARPT,IOWA CITY MUNICIPAL ARPT
AIRPORT,WEST WOODWARD ARPT,WEST WOODWARD ARPT
AIRPORT,PONCIANO ARRIAGA INTL ARPT,PONCIANO ARRIAGA INTL ARPT
AIRPORT,THE O'NEILL MUNICIPAL ARPT,THE O'NEILL MUNICIPAL ARPT
AIRPORT,CURRITUCK COUNTY REGIONAL ARPT,CURRITUCK COUNTY REGIONAL ARPT
AIRPORT,MARISCAL SUCRE INTL ARPT,MARISCAL SUCRE INTL ARPT
AIRPORT,ST PAUL ISLAND ARPT,ST PAUL ISLAND ARPT
AIRPORT,BLAIRSTOWN ARPT,BLAIRSTOWN ARPT
AIRPORT,KING FAISAL NAVAL BASE,KING FAISAL NAVAL BASE
AIRPORT,RUSTON REGIONAL ARPT,RUSTON REGIONAL ARPT
AIRPORT,SOUTHLAND FIELD ARPT,SOUTHLAND FIELD ARPT
AIRPORT,BIRCHWOOD ARPT,BIRCHWOOD ARPT
AIRPORT,MARSHALL MEMORIAL MUNICIPAL ARPT,MARSHALL MEMORIAL MUNICIPAL ARPT
AIRPORT,LEE ARPT,LEE ARPT
AIRPORT,GUTHRIE-EDMOND REGNL ARPT,GUTHRIE-EDMOND REGNL ARPT
AIRPORT,DUKE UNIV NORTH HELIPORT,DUKE UNIV NORTH HELIPORT
AIRPORT,SOUTH BIMINI ARPT,SOUTH BIMINI ARPT
AIRPORT,SCAPPOOSE INDUSTRIAL AIRPARK,SCAPPOOSE INDUSTRIAL AIRPARK
AIRPORT,SPANISH PEAKS AIRFIELD,SPANISH PEAKS AIRFIELD
AIRPORT,MAGEE CREEK AERODROME,MAGEE CREEK AERODROME
AIRPORT,FREEWAY ARPT,FREEWAY ARPT
AIRPORT,HOXIE-SHERIDAN COUNTY ARPT,HOXIE-SHERIDAN COUNTY ARPT
AIRPORT,HAMID KARZAI INTL ARPT,HAMID KARZAI INTL ARPT
AIRPORT,IRAAN MUNICIPAL ARPT,IRAAN MUNICIPAL ARPT
AIRPORT,THE SEA RANCH ARPT,THE SEA RANCH ARPT
AIRPORT,UC DAVIS MEDICAL CENTER TOWER II HELI,UC DAVIS MEDICAL CENTER TOWER II HELI
AIRPORT,DOUGLAS MUNICIPAL ARPT,DOUGLAS MUNICIPAL ARPT
AIRPORT,DAVIDSON COUNTY ARPT,DAVIDSON COUNTY ARPT
AIRPORT,UNIV OF MISSISSIPPI MEDICAL CENTER HELI,UNIV OF MISSISSIPPI MEDICAL CENTER HELI
AIRPORT,RAFAEL NUNEZ INTERNATIONAL ARPT,RAFAEL NUNEZ INTERNATIONAL ARPT
AIRPORT,SULLIVAN REGIONAL ARPT,SULLIVAN REGIONAL ARPT
AIRPORT,LODI ARPT,LODI ARPT
AIRPORT,SEBRING REGIONAL ARPT,SEBRING REGIONAL ARPT
AIRPORT,BOUNTIFUL SKYPARK,BOUNTIFUL SKYPARK
AIRPORT,DEL NORTE INTL ARPT,DEL NORTE INTL ARPT
AIRPORT,GREGORY MUNICIPAL ARPT,GREGORY MUNICIPAL ARPT
AIRPORT,SHELTER COVE ARPT,SHELTER COVE ARPT
AIRPORT,SPRINGHILL ARPT,SPRINGHILL ARPT
AIRPORT,PRISHTINA INTERNATIONAL ARPT,PRISHTINA INTERNATIONAL ARPT
AIRPORT,BEND MUNICIPAL ARPT,BEND MUNICIPAL ARPT
AIRPORT,MILLER FIELD ARPT,MILLER FIELD ARPT
AIRPORT,PORT BOUET ARPT,PORT BOUET ARPT
AIRPORT,GARRETT COUNTY ARPT,GARRETT COUNTY ARPT
AIRPORT,CALDWELL INDUSTRIAL ARPT,CALDWELL INDUSTRIAL ARPT
AIRPORT,JOHN BELL WILLIAMS ARPT,JOHN BELL WILLIAMS ARPT
AIRPORT,PHILIP ARPT,PHILIP ARPT
AIRPORT,ATOKA MUNICIPAL ARPT,ATOKA MUNICIPAL ARPT
AIRPORT,LAKE CUMBERLAND REGIONAL ARPT,LAKE CUMBERLAND REGIONAL ARPT
AIRPORT,INOVA FAIRFAX HOSPITAL HELIPORT,INOVA FAIRFAX HOSPITAL HELIPORT
AIRPORT,MOULTRIE MUNICIPAL ARPT,MOULTRIE MUNICIPAL ARPT
AIRPORT,ZHENGZHOU XINZHENG ARPT,ZHENGZHOU XINZHENG ARPT
AIRPORT,STEVENS FIELD ARPT,STEVENS FIELD ARPT
AIRPORT,MC ELROY AIRFIELD,MC ELROY AIRFIELD
AIRPORT,GREENE COUNTY RGNL ARPT,GREENE COUNTY RGNL ARPT
AIRPORT,HARRELL FIELD ARPT,HARRELL FIELD ARPT
AIRPORT,KEYSTONE AIRPARK,KEYSTONE AIRPARK
AIRPORT,H A CLARK MEMORIAL FIELD ARPT,H A CLARK MEMORIAL FIELD ARPT
AIRPORT,MISSION FIELD ARPT,MISSION FIELD ARPT
AIRPORT,FAIRFIELD COUNTY ARPT,FAIRFIELD COUNTY ARPT
AIRPORT,MID-WAY REGIONAL ARPT,MID-WAY REGIONAL ARPT
AIRPORT,MC GREGOR EXECUTIVE ARPT,MC GREGOR EXECUTIVE ARPT
AIRPORT,WAIMEA-KOHALA ARPT,WAIMEA-KOHALA ARPT
AIRPORT,ABERNATHY FIELD ARPT,ABERNATHY FIELD ARPT
AIRPORT,DOYLESTOWN ARPT,DOYLESTOWN ARPT
AIRPORT,BABELTHUAP / KOROR ARPT,BABELTHUAP / KOROR ARPT
AIRPORT,PLANTATION AIRPARK,PLANTATION AIRPARK
AIRPORT,EPHRATA MUNICIPAL ARPT,EPHRATA MUNICIPAL ARPT
AIRPORT,MUSKOGEE-DAVIS REGIONAL ARPT,MUSKOGEE-DAVIS REGIONAL ARPT
AIRPORT,BERLIN REGIONAL ARPT,BERLIN REGIONAL ARPT
AIRPORT,SCOTT & WHITE MEMORIAL HOSPITAL HELIPORT,SCOTT & WHITE MEMORIAL HOSPITAL HELIPORT
AIRPORT,TREASURE CAY ARPT,TREASURE CAY ARPT
AIRPORT,AKUTAN ARPT,AKUTAN ARPT
AIRPORT,WARREN MUNICIPAL ARPT,WARREN MUNICIPAL ARPT
AIRPORT,ANSON COUNTY ARPT-JEFF CLOUD FIELD,ANSON COUNTY ARPT-JEFF CLOUD FIELD
AIRPORT,IOWA COUNTY ARPT,IOWA COUNTY ARPT
AIRPORT,SOUTH TEXAS INTL ARPT AT EDINBURG,SOUTH TEXAS INTL ARPT AT EDINBURG
AIRPORT,CHEROKEE COUNTY AIRPORT,CHEROKEE COUNTY AIRPORT
AIRPORT,NORTHERN ELEUTHERA ARPT,NORTHERN ELEUTHERA ARPT
AIRPORT,DEXTER MUNICIPAL ARPT,DEXTER MUNICIPAL ARPT
AIRPORT,NEW BRAUNFELS MUNICIPAL ARPT,NEW BRAUNFELS MUNICIPAL ARPT
AIRPORT,GUSTINE AIRPORT,GUSTINE AIRPORT
AIRPORT,HIDDEN VALLEY AIRPARK,HIDDEN VALLEY AIRPARK
AIRPORT,NEPHI MUNICIPAL ARPT,NEPHI MUNICIPAL ARPT
AIRPORT,RAF LAKENHEATH ARPT,RAF LAKENHEATH ARPT
AIRPORT,MARSHALLTOWN MUNICIPAL ARPT,MARSHALLTOWN MUNICIPAL ARPT
AIRPORT,DARLINGTON COUNTY ARPT,DARLINGTON COUNTY ARPT
AIRPORT,SKYHAVEN ARPT,SKYHAVEN ARPT
AIRPORT,LOGAN COUNTY ARPT (IL),LOGAN COUNTY ARPT (IL)
AIRPORT,SALINE COUNTY REGIONAL ARPT,SALINE COUNTY REGIONAL ARPT
AIRPORT,AL AHSA ARPT,AL AHSA ARPT
AIRPORT,TIOGA MUNICIPAL ARPT,TIOGA MUNICIPAL ARPT
AIRPORT,DECK ARPT,DECK ARPT
AIRPORT,MAJOR GILBERT FIELD ARPT,MAJOR GILBERT FIELD ARPT
AIRPORT,WILLIAMSBURG-JAMESTOWN ARPT,WILLIAMSBURG-JAMESTOWN ARPT
AIRPORT,CLAREMORE REGIONAL ARPT,CLAREMORE REGIONAL ARPT
AIRPORT,GRANTS PASS ARPT,GRANTS PASS ARPT
AIRPORT,MORA MUNICIPAL ARPT,MORA MUNICIPAL ARPT
AIRPORT,WATERVILLE ROBERT LAFLEUR ARPT,WATERVILLE ROBERT LAFLEUR ARPT
AIRPORT,OLNEY-NOBLE ARPT,OLNEY-NOBLE ARPT
AIRPORT,CONWAY-HORRY COUNTY ARPT,CONWAY-HORRY COUNTY ARPT
AIRPORT,SILVER SPRINGS ARPT,SILVER SPRINGS ARPT
AIRPORT,BULVERDE AIRPARK,BULVERDE AIRPARK
AIRPORT,STEVENS POINT MUNICIPAL ARPT,STEVENS POINT MUNICIPAL ARPT
AIRPORT,BULT FIELD ARPT,BULT FIELD ARPT
AIRPORT,LINCOLN REGNL ARPT/KARL HARDER FLD,LINCOLN REGNL ARPT/KARL HARDER FLD
AIRPORT,KELLY FIELD AIRPORT,KELLY FIELD AIRPORT
AIRPORT,AKRON FULTON INTL ARPT,AKRON FULTON INTL ARPT
AIRPORT,DUPONT-LAPEER ARPT,DUPONT-LAPEER ARPT
AIRPORT,WEST MEMPHIS MUNICIPAL ARPT,WEST MEMPHIS MUNICIPAL ARPT
AIRPORT,CLOVERDALE MUNICIPAL ARPT,CLOVERDALE MUNICIPAL ARPT
AIRPORT,CANTRELL FIELD ARPT,CANTRELL FIELD ARPT
AIRPORT,TORREON INTL ARPT,TORREON INTL ARPT
AIRPORT,BRIDGEPORT MUNICIPAL ARPT,BRIDGEPORT MUNICIPAL ARPT
AIRPORT,BAKERSFIELD MUNICIPAL ARPT,BAKERSFIELD MUNICIPAL ARPT
AIRPORT,RAWLINS MUNICIPAL ARPT/HARVEY FIELD,RAWLINS MUNICIPAL ARPT/HARVEY FIELD
AIRPORT,ABEL SANTAMARIA ARPT,ABEL SANTAMARIA ARPT
AIRPORT,HALE COUNTY ARPT,HALE COUNTY ARPT
AIRPORT,HENDERSON EXECUTIVE ARPT,HENDERSON EXECUTIVE ARPT
AIRPORT,FRENCH VALLEY ARPT,FRENCH VALLEY ARPT
AIRPORT,BELFAST MUNICIPAL ARPT,BELFAST MUNICIPAL ARPT
AIRPORT,AMES MUNICIPAL ARPT,AMES MUNICIPAL ARPT
AIRPORT,NUECES COUNTY ARPT,NUECES COUNTY ARPT
AIRPORT,QUEBEC/JEAN LESAGE INTL,QUEBEC/JEAN LESAGE INTL
AIRPORT,JUAN GUALBERTO GOMEZ ARPT,JUAN GUALBERTO GOMEZ ARPT
AIRPORT,MINDEN ARPT,MINDEN ARPT
AIRPORT,BOYCEVILLE MUNICIPAL ARPT,BOYCEVILLE MUNICIPAL ARPT
AIRPORT,DOOR COUNTY CHERRYLAND ARPT,DOOR COUNTY CHERRYLAND ARPT
AIRPORT,MAMMOTH YOSEMITE ARPT,MAMMOTH YOSEMITE ARPT
AIRPORT,HERITAGE FIELD ARPT,HERITAGE FIELD ARPT
AIRPORT,AIKEN REGIONAL ARPT,AIKEN REGIONAL ARPT
AIRPORT,COLORADO SPRINGS EAST ARPT,COLORADO SPRINGS EAST ARPT
AIRPORT,AITKIN MUNI ARPT-STEVE KURTZ FIELD,AITKIN MUNI ARPT-STEVE KURTZ FIELD
AIRPORT,STEPHENVILLE,STEPHENVILLE
AIRPORT,HATTIESBURG BOBBY L CHAIN MUNICIPAL ARPT,HATTIESBURG BOBBY L CHAIN MUNICIPAL ARPT
AIRPORT,ATLANTA REGIONAL ARPT - FALCON FIELD,ATLANTA REGIONAL ARPT - FALCON FIELD
AIRPORT,BURNET MUNI ARPT-KATE CRADDOCK FIELD,BURNET MUNI ARPT-KATE CRADDOCK FIELD
AIRPORT,TONOPAH ARPT,TONOPAH ARPT
AIRPORT,FRESNO CHANDLER EXECUTIVE ARPT,FRESNO CHANDLER EXECUTIVE ARPT
AIRPORT,HOLA ARPT,HOLA ARPT
AIRPORT,FERGUSON ARPT,FERGUSON ARPT
AIRPORT,GRAND PRAIRIE MUNI ARPT,GRAND PRAIRIE MUNI ARPT
AIRPORT,SKAGWAY ARPT,SKAGWAY ARPT
AIRPORT,BRASILIA INTERNATIONAL ARPT,BRASILIA INTERNATIONAL ARPT
AIRPORT,DELANO MUNICIPAL ARPT,DELANO MUNICIPAL ARPT
AIRPORT,FERNANDO LUIS RIBAS DOMINICCI ARPT,FERNANDO LUIS RIBAS DOMINICCI ARPT
AIRPORT,CHASE FIELD INDUSTRIAL ARPT,CHASE FIELD INDUSTRIAL ARPT
