AIRPORT_ID,AIRPORT,Reported_Strikes,Damage_Records,No_Damage_Records,Damage_Rate_Pct,Damage_Rate_CI95_Lower,Damage_Rate_CI95_Upper
KJYO,LEESBURG EXECUTIVE ARPT,30,17,13,56.666666666666664,39.197009545408726,72.62276256938489
KPBG,PLATTSBURGH INTL ARPT,30,0,30,0.0,0.0,11.3517091390478
KDET,COLEMAN A YOUNG MUNICIPAL ARPT,30,12,18,40.0,24.590394326083402,57.67994750172616
KRAL,RIVERSIDE MUNICIPAL ARPT,29,2,27,6.896551724137931,1.9120864097994432,21.964947595851925
KMWC,LAWRENCE J TIMMERMAN ARPT,29,2,27,6.896551724137931,1.9120864097994432,21.964947595851925
KHHR,JACK NORTHROP FIELD/HAWTHORNE MUNI ARPT,29,5,24,17.24137931034483,7.597745271479928,34.54880057281511
KNUQ,MOFFETT FEDERAL AIRFIELD,28,0,28,0.0,0.0,12.064720365810762
KHTO,EAST HAMPTON ARPT,28,16,12,57.14285714285714,39.070478985615395,73.49170381926878
MWCR,OWEN ROBERTS INTL,28,2,26,7.142857142857142,1.9811647447770795,22.645738425917862
KLEE,LEESBURG INTL ARPT,28,8,20,28.57142857142857,15.25381584832997,47.0596357370175
RJTT,TOKYO INTL,28,6,22,21.428571428571427,10.212321701189422,39.53894707927388
KBBG,BRANSON ARPT,28,1,27,3.571428571428571,0.633235649754188,17.712576118498664
PHKO,KONA INTL ARPT AT KEAHOLE,28,1,27,3.571428571428571,0.633235649754188,17.712576118498664
EBBR,BRUSSELS NATIONAL,28,3,25,10.714285714285714,3.7117692054799494,27.196225367657078
RJAA,NARITA INTL ARPT,27,4,23,14.814814814814813,5.91583185964489,32.479063346829484
KESN,EASTON/NEWNAM FIELD ARPT,27,7,20,25.925925925925924,13.170208422866777,44.67893040261568
KRIW,RIVERTON REGIONAL,27,0,27,0.0,6.938893903907228e-16,12.455903714463581
SCEL,SANTIAGO INTL,27,1,26,3.7037037037037033,0.6567976533097597,18.283853934156518
KGXY,GREELEY-WELD COUNTY ARPT,27,3,24,11.11111111111111,3.851964789498724,28.058182543972947
VVTS,TANSONNHAT,27,0,27,0.0,6.938893903907228e-16,12.455903714463581
KROW,ROSWELL INTL AIR CENTER,26,1,25,3.8461538461538463,0.6821808976989876,18.893176991958406
KBVO,BARTLESVILLE MUNICIPAL ARPT,26,0,26,0.0,0.0,12.873304380462175
PAEN,KENAI MUNICIPAL ARPT,26,7,19,26.923076923076923,13.704275525067386,46.083403419761304
KSPG,ALBERT WHITTED,26,2,24,7.6923076923076925,2.135463918337556,24.141947480515054
KIMT,FORD ARPT,26,1,25,3.8461538461538463,0.6821808976989876,18.893176991958406
KSUA,WITHAM FIELD ARPT,26,6,20,23.076923076923077,11.033699683676687,42.05192575195679
KMIV,MILLVILLE MUNICIPAL ARPT,25,6,19,24.0,11.496157730326725,43.43005995523856
PAKW,KLAWOCK ARPT,25,7,18,28.000000000000004,14.283673837381569,47.5769718965583
PALH,LAKE HOOD (SPB),25,2,23,8.0,2.2219933691091933,24.966512122957816
PTPN,POHNPEI INTL ARPT,25,1,24,4.0,0.7096050386699165,19.544472405022525
KDMA,DAVIS MONTHAN AIR FORCE BASE,25,1,24,4.0,0.7096050386699165,19.544472405022525
KRIV,MARCH ARB ARPT,25,3,22,12.0,4.166741357068093,29.956192183373492
KJWN,JOHN C TUNE ARPT,25,6,19,24.0,11.496157730326725,43.43005995523856
KGMU,GREENVILLE DOWNTOWN ARPT,25,5,20,20.0,8.860454100652488,39.131335536538245
KPLN,PELLSTON REGNL ARPT OF EMMET COUNTY,25,1,24,4.0,0.7096050386699165,19.544472405022525
KMCW,MASON CITY MUNICIPAL,25,2,23,8.0,2.2219933691091933,24.966512122957816
KBFF,WESTERN NEBRASKA REGNL ARPT/WILLIAM B. HEILIG FIELD,25,9,16,36.0,20.247656431735635,55.48184539895337
KPKB,MID-OHIO VALLEY REGIONAL,25,5,20,20.0,8.860454100652488,39.131335536538245
KMDH,SOUTHERN ILLINOIS,25,7,18,28.000000000000004,14.283673837381569,47.5769718965583
KJZI,CHARLESTON EXECUTIVE ARPT,24,12,12,50.0,31.42713162776308,68.57286837223691
KGLS,SCHOLES INTL ARPT AT GALVESTON,24,9,15,37.5,21.159133433631457,57.29038096209293
KFTG,FRONT RANGE ARPT,24,2,22,8.333333333333332,2.31583278429735,25.849215201450598
KLWM,LAWRENCE MUNICIPAL ARPT (MA),24,3,21,12.5,4.344255039315584,31.004288147857572
KGCN,GRAND CANYON NATIONAL,24,6,18,25.0,11.999203479342329,44.89982531210644
KSLN,SALINA REGIONAL AIRPORT,24,5,19,20.833333333333336,9.24468910478809,40.470844485235475
KBMG,MONROE COUNTY,24,8,16,33.33333333333333,17.971978688379643,53.29404050591954
TJMZ,EUGENIO MARIA DE HOSTOS ARPT,24,0,24,0.0,0.0,13.798057582897535
KIFP,LAUGHLIN/BULLHEAD INTL ARPT,24,2,22,8.333333333333332,2.31583278429735,25.849215201450598
KSHR,SHERIDAN COUNTY ARPT,24,2,22,8.333333333333332,2.31583278429735,25.849215201450598
KCIC,CHICO MUNICIPAL ARPT,24,7,17,29.166666666666668,14.914460334164279,49.168063658709706
KSLK,ADIRONDACK REGIONAL ARPT,23,3,20,13.043478260869565,4.5375765143447016,32.12789797301819
KARB,ANN ARBOR MUNICIPAL,23,6,17,26.08695652173913,12.548445889248969,46.47039054375056
KALS,SAN LUIS VALLEY REGNL ARPT/BERGMAN FIELD,23,3,20,13.043478260869565,4.5375765143447016,32.12789797301819
KCMX,HOUGHTON COUNTY MEM,23,1,22,4.3478260869565215,0.7716466962126745,20.991586494059142
PADL,DILLINGHAM ARPT,23,1,22,4.3478260869565215,0.7716466962126745,20.991586494059142
KTYQ,INDIANAPOLIS EXECUTIVE ARPT,23,4,19,17.391304347826086,6.9785403506127714,37.138054785295665
KMDD,MIDLAND AIRPARK,23,2,21,8.695652173913043,2.417949540723341,26.796404298094018
MDPP,PUERTO PLATA INTL,23,2,21,8.695652173913043,2.417949540723341,26.796404298094018
LIPZ,MARCO POLO INTL,23,1,22,4.3478260869565215,0.7716466962126745,20.991586494059142
KBKW,RALEIGH COUNTY MEMORIAL,22,8,14,36.36363636363637,19.732972772607898,57.04865065628195
VTBS,SUVARNABHUMI INTL ARPT,22,1,21,4.545454545454546,0.8069219301147859,21.798489499518052
KVCV,SOUTHERN CALIFORNIA LOGISTICS,22,2,20,9.090909090909092,2.529489628283779,27.81538065838578
KRUT,RUTLAND-SOUTHERN VERMONT REGNL ARPT,22,3,19,13.636363636363635,4.748917264236269,33.33541187947
KALN,ST LOUIS REGIONAL,22,2,20,9.090909090909092,2.529489628283779,27.81538065838578
CYOW,OTTAWA/MACDONALD-CARTIER INTL,22,3,19,13.636363636363635,4.748917264236269,33.33541187947
KAOO,ALTOONA-BLAIR COUNTY,22,10,12,45.45454545454545,26.920014432004848,65.34052671095844
KDUJ,DUBOIS REGIONAL ARPT,22,1,21,4.545454545454546,0.8069219301147859,21.798489499518052
KRHI,RHINELANDER-ONEIDA COUNTY,22,4,18,18.181818181818183,7.306766024105121,38.517021976637864
KRIL,GARFIELD COUNTY REGIONAL ARPT,22,0,22,0.0,1.3877787807814457e-15,14.865952572596125
KSBM,SHEBOYGAN COUNTY MEMORIAL ARPT,21,6,15,28.57142857142857,13.813675745628204,49.95677382283758
KOLM,OLYMPIA ARPT,21,2,19,9.523809523809524,2.6518208796947245,28.914583860740674
KTZR,BOLTON FIELD ARPT,21,2,19,9.523809523809524,2.6518208796947245,28.914583860740674
KAWO,ARLINGTON MUNICIPAL ARPT (WA),21,2,19,9.523809523809524,2.6518208796947245,28.914583860740674
KMCK,MC COOK BEN NELSON REGNL ARPT,21,1,20,4.761904761904762,0.8455769471923293,22.669816586235463
LOWW,VIENNA INTL,21,1,20,4.761904761904762,0.8455769471923293,22.669816586235463
KACV,ARCATA AIRPORT,21,4,17,19.047619047619047,7.667440615177301,40.000986539273285
VTBD,DON MUEANG INTL ARPT,21,1,20,4.761904761904762,0.8455769471923293,22.669816586235463
TNCA,ORANJESTAD/REINA BEA,21,2,19,9.523809523809524,2.6518208796947245,28.914583860740674
KTME,HOUSTON EXECUTIVE ARPT,21,5,16,23.809523809523807,10.627856389112262,45.09158197234592
KPMD,PALMDALE USAF PLANT 42 ARPT,21,1,20,4.761904761904762,0.8455769471923293,22.669816586235463
KGUC,GUNNISON-CRESTED BUTTE REGNL ARPT,21,1,20,4.761904761904762,0.8455769471923293,22.669816586235463
KESC,DELTA COUNTY ARPT,21,6,15,28.57142857142857,13.813675745628204,49.95677382283758
KTUP,TUPELO REGIONAL ARPT,20,2,18,10.0,2.7865893984153205,30.103820641179336
KCDC,CEDAR CITY REGIONAL,20,4,16,20.0,8.065635327119999,41.60217220257599
KMOD,MODESTO CITY-COUNTY ARPT-HARRY SHAM FIELD,20,1,19,5.0,0.8881219432873135,23.613589351256675
KDTN,SHREVEPORT DOWNTOWN ARPT,20,7,13,35.0,18.118954786794465,56.714948978053535
KENW,KENOSHA REGIONAL ARPT,20,2,18,10.0,2.7865893984153205,30.103820641179336
KLUL,HESLER-NOBLE FIELD ARPT,20,3,17,15.0,5.236779195949584,36.04232958869574
MBPV,PROVIDENCIALES INTL,20,1,19,5.0,0.8881219432873135,23.613589351256675
KHON,HURON REGIONAL ARPT,20,2,18,10.0,2.7865893984153205,30.103820641179336
KWVI,WATSONVILLE MUNICIPAL ARPT,20,2,18,10.0,2.7865893984153205,30.103820641179336
3CK,LAKE IN THE HILLS,20,8,12,40.0,21.880396741419272,61.342205768479396
KBAZ,NEW BRAUNFELS MUNICIPAL ARPT,20,4,16,20.0,8.065635327119999,41.60217220257599
KPQI,NORTHERN MAINE REGIONAL,20,2,18,10.0,2.7865893984153205,30.103820641179336
SKCL,CALI/VALLE,19,2,17,10.526315789473683,2.9357941395096594,31.3945504948417
KHAO,BUTLER COUNTY REGIONAL,19,2,17,10.526315789473683,2.9357941395096594,31.3945504948417
SBKP,VIRACOPOS-CAMPINAS INTL ARPT,19,3,16,15.789473684210526,5.520371039927826,37.56592764317668
KHQZ,MESQUITE METRO ARPT,19,6,13,31.57894736842105,15.364171004428599,53.98998982493537
KWST,WESTERLY STATE ARPT,19,3,16,15.789473684210526,5.520371039927826,37.56592764317668
KCOD,YELLOWSTONE REGIONAL,19,1,18,5.263157894736842,0.9351752490529969,24.63921533654521
KFDY,FINDLAY ARPT,19,4,15,21.052631578947366,8.507538491591577,43.33471424026609
KWAL,WALLOPS FLIGHT FACILITY,19,0,19,0.0,0.0,16.818436536845052
KALW,WALLA WALLA REGIONAL,19,0,19,0.0,0.0,16.818436536845052
KSNS,SALINAS MUNICIPAL ARPT,19,2,17,10.526315789473683,2.9357941395096594,31.3945504948417
KRNM,RAMONA ARPT,19,4,15,21.052631578947366,8.507538491591577,43.33471424026609
KBRD,BRAINERD LAKES REGIONAL ARPT,19,5,14,26.31578947368421,11.806238339540162,48.791968441070644
PVT,PRIVATE AIR STRIP,19,19,0,100.0,83.18156346315496,100.0
MMLO,GUANAJUATO DEL BAJIO INTL,19,1,18,5.263157894736842,0.9351752490529969,24.63921533654521
KCRE,GRAND STRAND ARPT,19,2,17,10.526315789473683,2.9357941395096594,31.3945504948417
KSSI,MALCOLM MCKINNON ARPT,19,4,15,21.052631578947366,8.507538491591577,43.33471424026609
KTIW,TACOMA NARROWS ARPT,19,3,16,15.789473684210526,5.520371039927826,37.56592764317668
X59,VALKARIA,18,3,15,16.666666666666664,5.836470400465757,39.222499638359245
KTCL,TUSCALOOSA REGIONAL ARPT,18,1,17,5.555555555555555,0.9874935830924525,25.75779980200754
PAMR,MERRILL FIELD ARPT,18,1,17,5.555555555555555,0.9874935830924525,25.75779980200754
KARA,ACADIANA REGIONAL ARPT,18,0,18,0.0,0.0,17.58845505823749
PABR,WILEY POST-WILL ROGERS MEM,18,2,16,11.11111111111111,3.101886845358279,32.80024486660421
KGFL,FLOYD BENNETT MEMORIAL,18,1,17,5.555555555555555,0.9874935830924525,25.75779980200754
KATY,WATERTOWN REGIONAL ARPT,18,6,12,33.33333333333333,16.27855436366286,56.25093065574964
SBGL,GALEAO INTL (RIO),18,1,17,5.555555555555555,0.9874935830924525,25.75779980200754
KCYS,CHEYENNE REGIONAL ARPT/JERRY OLSON FIELD,18,3,15,16.666666666666664,5.836470400465757,39.222499638359245
TLPL,HEWANORRA ST LUCIA,18,0,18,0.0,0.0,17.58845505823749
KFOD,FORT DODGE REGIONAL,18,3,15,16.666666666666664,5.836470400465757,39.222499638359245
SVMI,SIMON BOLIVAR INTL,18,5,13,27.77777777777778,12.499569146355475,50.87307754619452
KROG,ROGERS MUNICIPAL ARPT-CARTER FIELD,17,1,16,5.88235294117647,1.046013064516424,26.9825452035628
KFYV,DRAKE FIELD ARPT,17,3,14,17.647058823529413,6.19101371254899,41.02992901737578
KLOZ,LONDON-CORBIN ARPT-MAGEE  FIELD,17,2,15,11.76470588235294,3.287908001292092,34.33684249770991
KJXN,JACKSON COUNTY ARPT-REYNOLDS FIELD,17,7,10,41.17647058823529,21.610786039131384,63.994925614484465
PAYA,YAKUTAT ARPT,17,5,12,29.411764705882355,13.279793865556403,53.13353332621391
KJNX,JOHNSTON COUNTY ARPT,17,4,13,23.52941176470588,9.55488907167594,47.262245889171595
MMCZ,COZUMEL,17,4,13,23.52941176470588,9.55488907167594,47.262245889171595
KPVC,PROVINCETOWN MUNICIPAL ARPT,17,4,13,23.52941176470588,9.55488907167594,47.262245889171595
UAAA,ALMATY INTL ARPT,17,2,15,11.76470588235294,3.287908001292092,34.33684249770991
MMQT,INGENIERO F ESPINOZA GUTIERREZ INTL ARPT,17,1,16,5.88235294117647,1.046013064516424,26.9825452035628
LLBG,BEN GURION ARPT,17,6,11,35.294117647058826,17.309486143904902,58.700033278788176
ZGSZ,SHENZHEN BAOAN INTL ARPT,17,2,15,11.76470588235294,3.287908001292092,34.33684249770991
KCWF,CHENNAULT INTL ARPT,17,1,16,5.88235294117647,1.046013064516424,26.9825452035628
KLVN,AIRLAKE ARPT,17,2,15,11.76470588235294,3.287908001292092,34.33684249770991
KHKS,HAWKINS FIELD ARPT,17,1,16,5.88235294117647,1.046013064516424,26.9825452035628
KNYL,YUMA MCAS/YUMA INTL ARPT,17,2,15,11.76470588235294,3.287908001292092,34.33684249770991
KCEF,WESTOVER AIR RESERVE BASE/METROPOLITAN ARPT,17,1,16,5.88235294117647,1.046013064516424,26.9825452035628
MZBZ,BELIZE INTERNATIONAL ARPT,17,1,16,5.88235294117647,1.046013064516424,26.9825452035628
KASX,JOHN F KENNEDY MEMORIAL,17,3,14,17.647058823529413,6.19101371254899,41.02992901737578
TBPB,GRANTLEY ADAMS BARBA,16,1,15,6.25,1.1119057308331208,28.32926836802987
MMTO,TOLUCA/LIC ADOLFO,16,3,13,18.75,6.591478773586765,43.00935986845823
EGKK,GATWICK - LONDON,16,1,15,6.25,1.1119057308331208,28.32926836802987
KVEL,VERNAL ARPT,16,1,15,6.25,1.1119057308331208,28.32926836802987
KMGJ,ORANGE COUNTY ARPT (NY),16,4,12,25.0,10.181901984237346,49.49876892939864
KBVS,SKAGIT REGIONAL,16,4,12,25.0,10.181901984237346,49.49876892939864
MYGF,FREEPORT INTL,16,1,15,6.25,1.1119057308331208,28.32926836802987
KAPN,ALPENA COUNTY REG,16,7,9,43.75,23.09836333518552,66.82180439322347
KMHV,MOJAVE ARPT,16,2,14,12.5,3.4976749337057136,36.02333143674828
KFHR,FRIDAY HARBOR ARPT,16,4,12,25.0,10.181901984237346,49.49876892939864
KHYI,SAN MARCOS MUNICIPAL ARPT,16,4,12,25.0,10.181901984237346,49.49876892939864
1G0,WOOD COUNTY REGIONAL AIRPORT,15,1,14,6.666666666666667,1.1866588606194854,29.81707755242399
TGPY,MAURICE BISHOP INTL ARPT,15,1,14,6.666666666666667,1.1866588606194854,29.81707755242399
KWYS,YELLOWSTONE ARPT,15,1,14,6.666666666666667,1.1866588606194854,29.81707755242399
KRME,GRIFFISS INTL,15,0,15,0.0,0.0,20.388926630434785
KBLM,MONMOUTH EXECUTIVE ARPT,15,9,6,60.0,35.746442756507705,80.17577191740534
KREI,REDLANDS MUNICIPAL ARPT,15,2,13,13.333333333333334,3.73604698913593,37.88249920651624
