SPECIES,Reported_Strikes,Damage_Records,No_Damage_Records,Damage_Rate_Pct,Damage_Rate_CI95_Lower,Damage_Rate_CI95_Upper
Northern bobwhite,19,3,16,15.789473684210526,5.520371039927826,37.56592764317668
Common pauraque,19,0,19,0.0,0.0,16.818436536845052
Common waxbill,19,0,19,0.0,0.0,16.818436536845052
Carolina wren,19,1,18,5.263157894736842,0.9351752490529969,24.63921533654521
Gunnison's prairie dog,19,0,19,0.0,0.0,16.818436536845052
Anna's hummingbird,19,0,19,0.0,0.0,16.818436536845052
Gray bat,18,0,18,0.0,0.0,17.58845505823749
Brown noddy,18,0,18,0.0,0.0,17.58845505823749
Long-billed dowitcher,18,1,17,5.555555555555555,0.9874935830924525,25.75779980200754
Summer tanager,18,0,18,0.0,0.0,17.58845505823749
Northern cardinal,18,0,18,0.0,0.0,17.58845505823749
Philippine collared dove,17,0,17,0.0,0.0,18.432366037156456
Deer,17,14,3,82.35294117647058,58.97007098262422,93.808986287451
Hawaiian duck,17,0,17,0.0,0.0,18.432366037156456
Florida softshell turtle,17,1,16,5.88235294117647,1.046013064516424,26.9825452035628
American avocet,17,1,16,5.88235294117647,1.046013064516424,26.9825452035628
Common goldeneye,17,5,12,29.411764705882355,13.279793865556403,53.13353332621391
Rails,17,1,16,5.88235294117647,1.046013064516424,26.9825452035628
Lazuli bunting,16,0,16,0.0,0.0,19.361341827271993
Ash-throated flycatcher,16,1,15,6.25,1.1119057308331208,28.32926836802987
Magnificent frigatebird,16,9,7,56.25,33.17819560677652,76.90163666481448
Cinnamon teal,15,4,11,26.666666666666668,10.89727610318281,51.95088965768675
Clapper rail,15,0,15,0.0,0.0,20.388926630434785
Rock wren,15,0,15,0.0,0.0,20.388926630434785
Woodpeckers,15,1,14,6.666666666666667,1.1866588606194854,29.81707755242399
Inca dove,15,0,15,0.0,0.0,20.388926630434785
Great frigatebird,15,4,11,26.666666666666668,10.89727610318281,51.95088965768675
Mourning warbler,15,0,15,0.0,0.0,20.388926630434785
Western wood-pewee,14,0,14,0.0,0.0,21.531701192718142
Red-breasted merganser,14,4,10,28.57142857142857,11.721187910109098,54.64954117248438
Worm-eating warbler,14,1,13,7.142857142857142,1.2721886112291636,31.469269553957812
Sprague's pipit,14,0,14,0.0,0.0,21.531701192718142
Downy woodpecker,14,0,14,0.0,0.0,21.531701192718142
Lesser goldfinch,14,0,14,0.0,0.0,21.531701192718142
Common merganser,14,4,10,28.57142857142857,11.721187910109098,54.64954117248438
"Herons, egrets, bitterns",14,0,14,0.0,0.0,21.531701192718142
"Lagomorphs (rabbits, hares)",14,2,12,14.285714285714285,4.009307373792118,39.941907763863696
California ground squirrel,14,0,14,0.0,0.0,21.531701192718142
"Falcons, caracaras",14,2,12,14.285714285714285,4.009307373792118,39.941907763863696
Red-bellied woodpecker,14,0,14,0.0,0.0,21.531701192718142
Chestnut-collared longspur,13,0,13,0.0,0.0,22.810184305529166
Pond slider,13,0,13,0.0,0.0,22.810184305529166
Spotted towhee,13,0,13,0.0,0.0,22.810184305529166
Black tern,13,0,13,0.0,0.0,22.810184305529166
Mute swan,13,3,10,23.076923076923077,8.179379092465714,50.256873995126924
Pacific wren,13,0,13,0.0,0.0,22.810184305529166
Black-throated sparrow,13,0,13,0.0,0.0,22.810184305529166
Grebes,12,2,10,16.666666666666664,4.696414761482223,44.80363573846727
Common gallinule,12,2,10,16.666666666666664,4.696414761482223,44.80363573846727
Common garter snake,12,0,12,0.0,0.0,24.25007574992425
Royal tern,12,2,10,16.666666666666664,4.696414761482223,44.80363573846727
LeConte's sparrow,12,0,12,0.0,0.0,24.25007574992425
"Plovers, lapwings",12,0,12,0.0,0.0,24.25007574992425
Skunks,12,0,12,0.0,0.0,24.25007574992425
Cattle,12,12,0,100.0,75.74992425007574,100.0
Wapiti (elk),12,12,0,100.0,75.74992425007574,100.0
Painted bunting,12,0,12,0.0,0.0,24.25007574992425
Marbled godwit,12,2,10,16.666666666666664,4.696414761482223,44.80363573846727
Antillean palm swift,12,0,12,0.0,0.0,24.25007574992425
Yellow-throated vireo,11,0,11,0.0,2.7755575615628914e-15,25.88400172488141
Small Indian mongoose,11,0,11,0.0,2.7755575615628914e-15,25.88400172488141
Bullock's oriole,11,0,11,0.0,2.7755575615628914e-15,25.88400172488141
Megabats,11,2,9,18.181818181818183,5.136660067100063,47.69861375782448
Long-billed thrasher,11,0,11,0.0,2.7755575615628914e-15,25.88400172488141
Newell's shearwater,11,0,11,0.0,2.7755575615628914e-15,25.88400172488141
Hooded warbler,11,1,10,9.090909090909092,1.6231752262825971,37.73646254862038
Northern saw-whet owl,11,2,9,18.181818181818183,5.136660067100063,47.69861375782448
Common wood-pigeon,11,1,10,9.090909090909092,1.6231752262825971,37.73646254862038
Red-breasted nuthatch,11,0,11,0.0,2.7755575615628914e-15,25.88400172488141
Tricolored heron,11,0,11,0.0,2.7755575615628914e-15,25.88400172488141
Black-headed gull,11,0,11,0.0,2.7755575615628914e-15,25.88400172488141
Red avadavat,10,0,10,0.0,0.0,27.75401687666166
Red crossbill,10,1,9,10.0,1.7875749515721129,40.41563854975721
Black-throated gray warbler,10,0,10,0.0,0.0,27.75401687666166
Hawaiian goose,10,1,9,10.0,1.7875749515721129,40.41563854975721
Black francolin,10,0,10,0.0,0.0,27.75401687666166
Hares,10,0,10,0.0,0.0,27.75401687666166
Swallow-tailed kite,10,1,9,10.0,1.7875749515721129,40.41563854975721
Pronghorn,10,9,1,90.0,59.58436145024278,98.21242504842787
Tropicbirds,10,7,3,70.0,39.67732199795652,89.2210712513788
New World quail,10,0,10,0.0,0.0,27.75401687666166
Antillean nighthawk,10,0,10,0.0,0.0,27.75401687666166
Saffron finch,10,0,10,0.0,0.0,27.75401687666166
Willow ptarmigan,10,3,7,30.0,10.778928748621183,60.322678002043475
Cassin's sparrow,9,0,9,0.0,0.0,29.91527535509594
Black phoebe,9,0,9,0.0,0.0,29.91527535509594
"Crows, ravens",9,2,7,22.22222222222222,6.322376231222723,54.74166563271946
Smith's longspur,9,0,9,0.0,0.0,29.91527535509594
Blue-winged/cinnamon/green-winged teal complex,9,4,5,44.44444444444444,18.8775429471914,73.33526542559703
Lesser black-backed gull,9,4,5,44.44444444444444,18.8775429471914,73.33526542559703
Cassin's vireo,9,0,9,0.0,0.0,29.91527535509594
Glossy ibis,9,2,7,22.22222222222222,6.322376231222723,54.74166563271946
Harris's sparrow,9,0,9,0.0,0.0,29.91527535509594
Yellow-billed magpie,9,0,9,0.0,0.0,29.91527535509594
Nelson's sparrow,9,0,9,0.0,0.0,29.91527535509594
Pelicans,9,3,6,33.33333333333333,12.058159868274293,64.58026525009102
Red-vented bulbul,8,0,8,0.0,0.0,32.441561951087685
Lined snake,8,0,8,0.0,0.0,32.441561951087685
Noddies,8,0,8,0.0,0.0,32.441561951087685
White-winged scoter,8,7,1,87.5,52.91051942301386,97.75830911367038
Sage thrasher,8,0,8,0.0,0.0,32.441561951087685
"Kites, eagles, hawks",8,0,8,0.0,0.0,32.441561951087685
Black swift,8,0,8,0.0,0.0,32.441561951087685
Gray francolin,8,1,7,12.5,2.241690886329617,47.08948057698615
American badger,8,0,8,0.0,0.0,32.441561951087685
Gull-billed tern,8,0,8,0.0,0.0,32.441561951087685
Hermit warbler,8,0,8,0.0,0.0,32.441561951087685
Ibises,8,0,8,0.0,0.0,32.441561951087685
Black-chinned hummingbird,8,0,8,0.0,0.0,32.441561951087685
Black-footed albatross,8,1,7,12.5,2.241690886329617,47.08948057698615
Hudsonian godwit,8,1,7,12.5,2.241690886329617,47.08948057698615
Baird's sparrow,8,0,8,0.0,0.0,32.441561951087685
Pallas's mastiff bat,8,0,8,0.0,0.0,32.441561951087685
Long-tailed duck,8,4,4,50.0,21.521252682444185,78.47874731755581
Southern lapwing,8,2,6,25.0,7.147768885802764,59.073012089741084
Sooty tern,8,1,7,12.5,2.241690886329617,47.08948057698615
Connecticut warbler,8,0,8,0.0,0.0,32.441561951087685
Thick-billed longspur,8,0,8,0.0,0.0,32.441561951087685
Eagles,8,3,5,37.5,13.684175946152106,69.42621454161981
Dusky flycatcher,8,0,8,0.0,0.0,32.441561951087685
Mountain chickadee,8,0,8,0.0,0.0,32.441561951087685
Snowy plover,8,0,8,0.0,0.0,32.441561951087685
Swine (pigs),8,6,2,75.0,40.926987910258916,92.85223111419724
Least bittern,7,0,7,0.0,0.0,35.433884297520656
Cactus wren,7,0,7,0.0,0.0,35.433884297520656
American mink,7,0,7,0.0,0.0,35.433884297520656
Richardson's ground squirrel,7,0,7,0.0,0.0,35.433884297520656
Wilson's plover,7,0,7,0.0,0.0,35.433884297520656
Common eider,7,3,4,42.857142857142854,15.821692226262684,74.95457695909742
Greater roadrunner,7,0,7,0.0,0.0,35.433884297520656
Red-necked grebe,7,3,4,42.857142857142854,15.821692226262684,74.95457695909742
Eurasian kestrel,7,1,6,14.285714285714285,2.567895594897479,51.313450331903
Nanday parakeet,7,0,7,0.0,0.0,35.433884297520656
Prothonotary warbler,7,0,7,0.0,0.0,35.433884297520656
Western mastiff bat,7,2,5,28.57142857142857,8.221716570901549,64.10709098517873
Bell's sparrow,7,0,7,0.0,0.0,35.433884297520656
Common chaffinch,7,0,7,0.0,0.0,35.433884297520656
Hooded oriole,7,0,7,0.0,0.0,35.433884297520656
Vireos,7,0,7,0.0,0.0,35.433884297520656
Eastern screech-owl,7,2,5,28.57142857142857,8.221716570901549,64.10709098517873
Olive-sided flycatcher,7,0,7,0.0,0.0,35.433884297520656
Long-tailed jaeger,7,0,7,0.0,0.0,35.433884297520656
Purple gallinule,7,1,6,14.285714285714285,2.567895594897479,51.313450331903
Red-crested cardinal,7,0,7,0.0,0.0,35.433884297520656
Sandwich tern,6,0,6,0.0,0.0,39.03430336530645
Canids,6,2,4,33.33333333333333,9.676933255921682,70.00116786584712
African silverbill,6,0,6,0.0,0.0,39.03430336530645
Yellow-bellied marmot,6,0,6,0.0,0.0,39.03430336530645
Red-masked parakeet,6,0,6,0.0,0.0,39.03430336530645
Arctic tern,6,1,5,16.666666666666664,3.005258587173032,56.350943656364606
White-winged crossbill,6,1,5,16.666666666666664,3.005258587173032,56.350943656364606
Plains garter snake,6,0,6,0.0,0.0,39.03430336530645
Cassin's finch,6,1,5,16.666666666666664,3.005258587173032,56.350943656364606
Red-naped sapsucker,6,3,3,50.0,18.761280689940868,81.23871931005912
Mallard/mottled duck complex,6,1,5,16.666666666666664,3.005258587173032,56.350943656364606
Moose,6,5,1,83.33333333333334,43.649056343635394,96.99474141282697
Brown creeper,6,0,6,0.0,0.0,39.03430336530645
Red phalarope,6,0,6,0.0,0.0,39.03430336530645
Orioles,6,0,6,0.0,0.0,39.03430336530645
Surf scoter,6,2,4,33.33333333333333,9.676933255921682,70.00116786584712
Collared peccary,6,2,4,33.33333333333333,9.676933255921682,70.00116786584712
Scaled quail,6,0,6,0.0,0.0,39.03430336530645
Harris's hawk,6,0,6,0.0,0.0,39.03430336530645
Gray flycatcher,6,0,6,0.0,0.0,39.03430336530645
White-tailed prairie dog,6,0,6,0.0,0.0,39.03430336530645
Black kite,6,4,2,66.66666666666666,29.998832134152863,90.3230667440783
Western rat snake,5,0,5,0.0,0.0,43.4491494752081
White-crested elaenia,5,1,4,20.0,3.6223160969787447,62.44717358814613
White-breasted nuthatch,5,0,5,0.0,0.0,43.4491494752081
Ground squirrels,5,0,5,0.0,0.0,43.4491494752081
White-tailed hawk,5,0,5,0.0,0.0,43.4491494752081
Eastern rat snake,5,0,5,0.0,0.0,43.4491494752081
Common gull,5,0,5,0.0,0.0,43.4491494752081
Horse,5,4,1,80.0,37.55282641185388,96.37768390302125
Western diamondback rattlesnake,5,0,5,0.0,0.0,43.4491494752081
Scaly-naped pigeon,5,1,4,20.0,3.6223160969787447,62.44717358814613
"Gulls, terns, kittiwakes",5,0,5,0.0,0.0,43.4491494752081
Indian pipistrelle,5,0,5,0.0,0.0,43.4491494752081
Muscovy duck,5,1,4,20.0,3.6223160969787447,62.44717358814613
Brandt's cormorant,5,1,4,20.0,3.6223160969787447,62.44717358814613
King rail,5,0,5,0.0,0.0,43.4491494752081
Fish crow,5,0,5,0.0,0.0,43.4491494752081
Flammulated owl,5,1,4,20.0,3.6223160969787447,62.44717358814613
American goshawk,5,0,5,0.0,0.0,43.4491494752081
Evening grosbeak,5,1,4,20.0,3.6223160969787447,62.44717358814613
Short-tailed hawk,5,2,3,40.0,11.76182311592533,76.9280067791163
Eurasian buzzard,5,1,4,20.0,3.6223160969787447,62.44717358814613
Indian silverbill,5,0,5,0.0,0.0,43.4491494752081
Indiana bat,5,0,5,0.0,0.0,43.4491494752081
Roseate spoonbill,5,1,4,20.0,3.6223160969787447,62.44717358814613
Piping plover,5,1,4,20.0,3.6223160969787447,62.44717358814613
Monk parakeet,5,0,5,0.0,0.0,43.4491494752081
Larks,5,0,5,0.0,0.0,43.4491494752081
Parrots,5,0,5,0.0,0.0,43.4491494752081
Sulphur-bellied flycatcher,5,1,4,20.0,3.6223160969787447,62.44717358814613
Red knot,5,0,5,0.0,0.0,43.4491494752081
Common kingsnake,5,0,5,0.0,0.0,43.4491494752081
Bewick's wren,4,0,4,0.0,0.0,48.990002040399915
Ruffed grouse,4,0,4,0.0,0.0,48.990002040399915
Chukar,4,0,4,0.0,0.0,48.990002040399915
Northern water snake,4,0,4,0.0,0.0,48.990002040399915
North American beaver,4,0,4,0.0,0.0,48.990002040399915
Western pipistrelle,4,0,4,0.0,0.0,48.990002040399915
Swans,4,1,3,25.0,4.558606264463622,69.93639475573634
Stilt sandpiper,4,0,4,0.0,0.0,48.990002040399915
Costa's hummingbird,4,0,4,0.0,0.0,48.990002040399915
Red-breasted sapsucker,4,0,4,0.0,0.0,48.990002040399915
"Quails, pheasants",4,1,3,25.0,4.558606264463622,69.93639475573634
Tree squirrels,4,0,4,0.0,0.0,48.990002040399915
Townsend's solitaire,4,2,2,50.0,15.003570882017147,84.99642911798286
Tufted titmouse,4,0,4,0.0,0.0,48.990002040399915
Brown-crested flycatcher,4,0,4,0.0,0.0,48.990002040399915
"Waxbills, mannikins, parrotfinches",4,0,4,0.0,0.0,48.990002040399915
Eastern cattle egret,4,1,3,25.0,4.558606264463622,69.93639475573634
Kit fox,4,0,4,0.0,0.0,48.990002040399915
Gambel's quail,4,1,3,25.0,4.558606264463622,69.93639475573634
Great gray owl,4,1,3,25.0,4.558606264463622,69.93639475573634
Barrow's goldeneye,4,0,4,0.0,0.0,48.990002040399915
Western small-footed myotis,4,0,4,0.0,0.0,48.990002040399915
Black-headed gull complex,4,0,4,0.0,0.0,48.990002040399915
Big free-tailed bat,4,0,4,0.0,0.0,48.990002040399915
Louisiana waterthrush,4,1,3,25.0,4.558606264463622,69.93639475573634
Red-footed booby,4,0,4,0.0,0.0,48.990002040399915
White-crowned pigeon,4,1,3,25.0,4.558606264463622,69.93639475573634
Coastal plain cooter,4,0,4,0.0,0.0,48.990002040399915
Alligator snapping turtle,4,0,4,0.0,0.0,48.990002040399915
Yellow-fronted canary,4,0,4,0.0,0.0,48.990002040399915
Elegant tern,4,0,4,0.0,0.0,48.990002040399915
Ptarmigans,4,1,3,25.0,4.558606264463622,69.93639475573634
Reddish egret,4,0,4,0.0,0.0,48.990002040399915
Pocketed free-tailed bat,4,0,4,0.0,0.0,48.990002040399915
Red-tailed tropicbird,4,1,3,25.0,4.558606264463622,69.93639475573634
Egyptian free-tailed bat,4,0,4,0.0,0.0,48.990002040399915
Japanese white-eye,4,0,4,0.0,0.0,48.990002040399915
Long-legged myotis,3,0,3,0.0,0.0,56.15060804490177
African collared dove,3,0,3,0.0,0.0,56.15060804490177
Yuma myotis,3,0,3,0.0,0.0,56.15060804490177
Sagebrush sparrow,3,0,3,0.0,0.0,56.15060804490177
Yellow-legged gull,3,3,0,100.0,43.84939195509823,100.0
American black bear,3,0,3,0.0,0.0,56.15060804490177
Clark's grebe,3,0,3,0.0,0.0,56.15060804490177
Carolina chickadee,3,0,3,0.0,0.0,56.15060804490177
California myotis,3,0,3,0.0,0.0,56.15060804490177
Allen's hummingbird,3,0,3,0.0,0.0,56.15060804490177
Carrion crow,3,1,2,33.33333333333333,6.14903152761605,79.23450448735122
Prairie rattlesnake,3,0,3,0.0,0.0,56.15060804490177
Meadow pipit,3,1,2,33.33333333333333,6.14903152761605,79.23450448735122
Gray-breasted martin,3,0,3,0.0,0.0,56.15060804490177
Limpkin,3,0,3,0.0,0.0,56.15060804490177
Yellow rail,3,0,3,0.0,0.0,56.15060804490177
Jamaican fruit bat,3,0,3,0.0,0.0,56.15060804490177
Neotropic cormorant,3,0,3,0.0,0.0,56.15060804490177
Thrashers,3,0,3,0.0,0.0,56.15060804490177
Tropical kingbird,3,0,3,0.0,0.0,56.15060804490177
Cormorants,3,1,2,33.33333333333333,6.14903152761605,79.23450448735122
Bohemian waxwing,3,0,3,0.0,0.0,56.15060804490177
Blue-winged warbler,3,0,3,0.0,0.0,56.15060804490177
Rock ptarmigan,3,1,2,33.33333333333333,6.14903152761605,79.23450448735122
Couch's kingbird,3,0,3,0.0,0.0,56.15060804490177
Florida red-bellied cooter,3,0,3,0.0,0.0,56.15060804490177
Helmeted guineafowl,3,1,2,33.33333333333333,6.14903152761605,79.23450448735122
Corn snake,3,0,3,0.0,0.0,56.15060804490177
Partridges,3,0,3,0.0,0.0,56.15060804490177
Coypu (nutria),3,0,3,0.0,0.0,56.15060804490177
Parasitic jaeger,3,0,3,0.0,0.0,56.15060804490177
Song thrush,3,0,3,0.0,0.0,56.15060804490177
Northern shrike,3,0,3,0.0,0.0,56.15060804490177
Hawaiian hawk,3,2,1,66.66666666666666,20.76549551264879,93.85096847238394
Western screech-owl,3,0,3,0.0,0.0,56.15060804490177
Hairy woodpecker,3,0,3,0.0,0.0,56.15060804490177
Whiskered tern,3,0,3,0.0,0.0,56.15060804490177
Grouse,3,1,2,33.33333333333333,6.14903152761605,79.23450448735122
Great kiskadee,3,0,3,0.0,0.0,56.15060804490177
Iceland gull,3,0,3,0.0,0.0,56.15060804490177
Seaside sparrow,3,0,3,0.0,0.0,56.15060804490177
Eared dove,3,0,3,0.0,0.0,56.15060804490177
Blue-and-white swallow,3,0,3,0.0,0.0,56.15060804490177
Double-striped thick-knee,3,1,2,33.33333333333333,6.14903152761605,79.23450448735122
Swainson's warbler,3,0,3,0.0,0.0,56.15060804490177
Caribou,3,2,1,66.66666666666666,20.76549551264879,93.85096847238394
Calliope hummingbird,3,0,3,0.0,0.0,56.15060804490177
California towhee,3,0,3,0.0,0.0,56.15060804490177
Eurasian wigeon,3,1,2,33.33333333333333,6.14903152761605,79.23450448735122
Striped mud turtle,3,0,3,0.0,0.0,56.15060804490177
Eastern mud turtle,2,0,2,0.0,0.0,65.76280471103807
Great cormorant,2,1,1,50.0,9.452865480086615,90.54713451991339
Black-legged kittiwake,2,0,2,0.0,0.0,65.76280471103807
Fork-tailed storm-petrel,2,0,2,0.0,0.0,65.76280471103807
Golden-winged warbler,2,0,2,0.0,0.0,65.76280471103807
Bicknell's thrush,2,0,2,0.0,0.0,65.76280471103807
Gyrfalcon,2,0,2,0.0,0.0,65.76280471103807
Gray sac-winged bat,2,0,2,0.0,0.0,65.76280471103807
Western yellow bat,2,0,2,0.0,0.0,65.76280471103807
Ross's goose,2,0,2,0.0,0.0,65.76280471103807
Rufous-tailed robin,2,0,2,0.0,0.0,65.76280471103807
Black turnstone,2,0,2,0.0,0.0,65.76280471103807
Antelope jackrabbit,2,0,2,0.0,0.0,65.76280471103807
Western ribbon snake,2,0,2,0.0,0.0,65.76280471103807
Bare-eyed pigeon,2,0,2,0.0,0.0,65.76280471103807
Northern hawk owl,2,0,2,0.0,0.0,65.76280471103807
Old World vultures,2,1,1,50.0,9.452865480086615,90.54713451991339
Oriental turtle dove,2,0,2,0.0,0.0,65.76280471103807
Oriental plover,2,0,2,0.0,0.0,65.76280471103807
Pallid swift,2,0,2,0.0,0.0,65.76280471103807
Parakeets,2,0,2,0.0,0.0,65.76280471103807
Olive sparrow,2,0,2,0.0,0.0,65.76280471103807
Olive-backed pipit,2,0,2,0.0,0.0,65.76280471103807
Ornate box turtle,2,0,2,0.0,0.0,65.76280471103807
Pacific loon,2,1,1,50.0,9.452865480086615,90.54713451991339
Curve-billed thrasher,2,0,2,0.0,0.0,65.76280471103807
"Blackbirds, meadowlarks, orioles",2,1,1,50.0,9.452865480086615,90.54713451991339
Mynas,2,1,1,50.0,9.452865480086615,90.54713451991339
Long-eared myotis,2,0,2,0.0,0.0,65.76280471103807
Diamondback water snake,2,0,2,0.0,0.0,65.76280471103807
Nacunda nighthawk,2,0,2,0.0,0.0,65.76280471103807
Pelagic cormorant,2,0,2,0.0,0.0,65.76280471103807
Cranes,2,1,1,50.0,9.452865480086615,90.54713451991339
Spotted thick-knee,2,1,1,50.0,9.452865480086615,90.54713451991339
Spotted bat,2,0,2,0.0,0.0,65.76280471103807
Common snipe,2,0,2,0.0,0.0,65.76280471103807
Blue-crowned parakeet,2,0,2,0.0,0.0,65.76280471103807
Spiny softshell turtle,2,0,2,0.0,0.0,65.76280471103807
"Swift, tree-swifts, hummingbirds",2,0,2,0.0,0.0,65.76280471103807
Purple heron,2,1,1,50.0,9.452865480086615,90.54713451991339
Common pipistrelle,2,0,2,0.0,0.0,65.76280471103807
Eurasian coot,2,0,2,0.0,0.0,65.76280471103807
Tricolored blackbird,2,0,2,0.0,0.0,65.76280471103807
Brown booby,2,0,2,0.0,0.0,65.76280471103807
Trumpeter swan,2,2,0,100.0,34.23719528896193,100.0
Thirteen-lined ground squirrel,2,0,2,0.0,0.0,65.76280471103807
Lawrence's goldfinch,2,0,2,0.0,0.0,65.76280471103807
Indian flying fox,2,1,1,50.0,9.452865480086615,90.54713451991339
Kittiwakes,2,1,1,50.0,9.452865480086615,90.54713451991339
Java sparrow,2,0,2,0.0,0.0,65.76280471103807
Kentish plover,2,0,2,0.0,0.0,65.76280471103807
Eastern gray squirrel,2,0,2,0.0,0.0,65.76280471103807
Eastern diamondback rattlesnake,2,0,2,0.0,0.0,65.76280471103807
Western barn owl,2,1,1,50.0,9.452865480086615,90.54713451991339
Least weasel,2,0,2,0.0,0.0,65.76280471103807
Lawrence's warbler,2,0,2,0.0,0.0,65.76280471103807
Thick-billed kingbird,2,0,2,0.0,0.0,65.76280471103807
Water moccasin,2,0,2,0.0,0.0,65.76280471103807
"Prairie dogs, marmots, squirrels",2,0,2,0.0,0.0,65.76280471103807
Redwing,2,0,2,0.0,0.0,65.76280471103807
Checkered garter snake,2,0,2,0.0,0.0,65.76280471103807
River otter,2,1,1,50.0,9.452865480086615,90.54713451991339
Pin-tailed snipe,2,0,2,0.0,0.0,65.76280471103807
Eastern small-footed myotis,2,0,2,0.0,0.0,65.76280471103807
Eurasian curlew,2,1,1,50.0,9.452865480086615,90.54713451991339
Morelet's seedeater,2,0,2,0.0,0.0,65.76280471103807
White-winged tern,2,0,2,0.0,0.0,65.76280471103807
Long-tailed weasel,2,0,2,0.0,0.0,65.76280471103807
"Longspurs, snow buntings",2,0,2,0.0,0.0,65.76280471103807
Loons,2,1,1,50.0,9.452865480086615,90.54713451991339
Milk snake,2,0,2,0.0,0.0,65.76280471103807
Rook,2,0,2,0.0,0.0,65.76280471103807
Canada jay,2,0,2,0.0,0.0,65.76280471103807
Emperor goose,2,1,1,50.0,9.452865480086615,90.54713451991339
Rock sandpiper,2,0,2,0.0,0.0,65.76280471103807
Egyptian goose,2,0,2,0.0,0.0,65.76280471103807
Red-crowned amazon,2,0,2,0.0,0.0,65.76280471103807
Bushtit,2,0,2,0.0,0.0,65.76280471103807
California kingsnake,2,0,2,0.0,0.0,65.76280471103807
Australian pelican,1,1,0,100.0,20.654329147389294,100.0
Axis deer,1,0,1,0.0,0.0,79.34567085261071
White-tufted grebe,1,0,1,0.0,0.0,79.34567085261071
White-winged swallow,1,0,1,0.0,0.0,79.34567085261071
Whooping crane,1,1,0,100.0,20.654329147389294,100.0
Wilson/Common snipe complex,1,0,1,0.0,0.0,79.34567085261071
Wood sandpiper,1,0,1,0.0,0.0,79.34567085261071
Wrentit,1,0,1,0.0,0.0,79.34567085261071
Gray heron,1,1,0,100.0,20.654329147389294,100.0
Gray vireo,1,0,1,0.0,0.0,79.34567085261071
Gray-crowned rosy-finch,1,0,1,0.0,0.0,79.34567085261071
White stork,1,1,0,100.0,20.654329147389294,100.0
White-bellied sea-eagle,1,1,0,100.0,20.654329147389294,100.0
White-nosed coati,1,0,1,0.0,0.0,79.34567085261071
Alpine swift,1,0,1,0.0,0.0,79.34567085261071
Yellow-browed warbler,1,0,1,0.0,0.0,79.34567085261071
Yellow-chevroned parakeet,1,0,1,0.0,0.0,79.34567085261071
Yellow-headed caracara,1,0,1,0.0,0.0,79.34567085261071
African yellow bat,1,0,1,0.0,0.0,79.34567085261071
Antillean fruit-eating bat,1,0,1,0.0,0.0,79.34567085261071
Chihuahuan meadowlark,1,0,1,0.0,0.0,79.34567085261071
Clark's nutcracker,1,0,1,0.0,0.0,79.34567085261071
Common cuckoo,1,0,1,0.0,0.0,79.34567085261071
Roseate tern,1,0,1,0.0,0.0,79.34567085261071
Ruddy ground dove,1,0,1,0.0,0.0,79.34567085261071
Sabine's gull,1,0,1,0.0,0.0,79.34567085261071
California quail,1,0,1,0.0,0.0,79.34567085261071
Cape serotine,1,0,1,0.0,0.0,79.34567085261071
Caribbean martin,1,0,1,0.0,0.0,79.34567085261071
Sharp-tailed sandpiper,1,0,1,0.0,0.0,79.34567085261071
Shearwaters,1,0,1,0.0,0.0,79.34567085261071
Siberian sand-plover,1,0,1,0.0,0.0,79.34567085261071
Sinaloan mastiff bat,1,0,1,0.0,0.0,79.34567085261071
Snowshoe hare,1,0,1,0.0,0.0,79.34567085261071
Red-headed woodpecker,1,0,1,0.0,0.0,79.34567085261071
Red-legged kittiwake,1,0,1,0.0,0.0,79.34567085261071
Red-legged partridge,1,0,1,0.0,0.0,79.34567085261071
Red-necked stint,1,0,1,0.0,0.0,79.34567085261071
Red-wattled lapwing,1,0,1,0.0,0.0,79.34567085261071
River cooter,1,0,1,0.0,0.0,79.34567085261071
Rose-ringed parakeet,1,0,1,0.0,0.0,79.34567085261071
Cerulean warbler,1,0,1,0.0,0.0,79.34567085261071
Chickadees,1,0,1,0.0,0.0,79.34567085261071
Chicken turtle,1,0,1,0.0,0.0,79.34567085261071
Pileated woodpecker,1,0,1,0.0,0.0,79.34567085261071
Pine grosbeak,1,0,1,0.0,0.0,79.34567085261071
Piute ground squirrel,1,0,1,0.0,0.0,79.34567085261071
Purple sandpiper,1,0,1,0.0,0.0,79.34567085261071
Pygmy nuthatch,1,0,1,0.0,0.0,79.34567085261071
Rainbow lorikeet,1,0,1,0.0,0.0,79.34567085261071
Common murre,1,0,1,0.0,0.0,79.34567085261071
Common ringed plover,1,0,1,0.0,0.0,79.34567085261071
Corn crake,1,0,1,0.0,0.0,79.34567085261071
Pearly-eyed thrasher,1,0,1,0.0,0.0,79.34567085261071
Perching birds (z),1,0,1,0.0,0.0,79.34567085261071
Pheasants,1,0,1,0.0,0.0,79.34567085261071
Philippine duck,1,1,0,100.0,20.654329147389294,100.0
Picazuro pigeon,1,0,1,0.0,0.0,79.34567085261071
Pigeon guillemot,1,0,1,0.0,0.0,79.34567085261071
Sooty mustached bat,1,0,1,0.0,0.0,79.34567085261071
South American snipe,1,0,1,0.0,0.0,79.34567085261071
Speckled pigeon,1,0,1,0.0,0.0,79.34567085261071
Spectacled caiman,1,0,1,0.0,0.0,79.34567085261071
Spotted flycatcher,1,0,1,0.0,0.0,79.34567085261071
Spruce grouse,1,0,1,0.0,0.0,79.34567085261071
Spur-winged lapwing,1,1,0,100.0,20.654329147389294,100.0
